"","date","mktRF","size","BM"
"4211","20050706","0.0291","0.2094","0.2714"
"4212","20050707","-0.1030","-0.4052","-0.5213"
"4213","20050708","-0.1734","-0.0709","-0.1813"
"4214","20050711","1.5970","-0.5813","-0.2722"
"4215","20050712","0.9717","-0.5489","0.4246"
"4216","20050713","0.4575","-0.0764","0.3056"
"4217","20050714","0.8192","-0.1264","-0.1740"
"4218","20050715","-0.1164","0.0225","0.3559"
"4219","20050719","0.3262","0.2650","-0.0891"
"4220","20050720","0.1274","-0.2526","-0.3049"
"4221","20050721","-0.3093","-0.2305","-0.1119"
"4222","20050722","-0.2086","0.1266","-0.2994"
"4223","20050725","0.6198","-0.4468","-0.1813"
"4224","20050726","-0.6011","0.5334","-1.1939"
"4225","20050727","-0.5831","-0.1589","-0.1585"
"4226","20050728","0.8499","0.2674","-0.5013"
"4227","20050729","-0.9737","0.0944","-0.4594"
"4228","20050801","-0.0625","-0.8366","-0.2742"
"4229","20050802","0.5948","-2.0964","0.4343"
"4230","20050803","1.8121","-0.8674","-0.0600"
"4231","20050804","-0.0856","0.8009","-0.6989"
"4232","20050808","-1.0126","0.9138","-0.5600"
"4233","20050809","0.0608","-0.1724","0.0668"
"4234","20050810","-0.3111","-0.1183","0.3247"
"4235","20050811","0.2575","-0.4553","-0.2512"
"4236","20050812","-0.0149","0.1479","0.0491"
"4237","20050815","-1.6683","0.4222","0.0372"
"4238","20050816","-0.0170","-0.0998","-0.3764"
"4239","20050817","0.0171","0.0337","-0.2544"
"4240","20050818","-0.5180","-0.0407","0.3329"
"4241","20050819","-0.7443","0.2671","-0.3907"
"4242","20050822","0.7707","-0.5963","-0.4154"
"4243","20050823","-0.1788","-0.0648","-0.6281"
"4244","20050824","-1.0941","-0.5773","-0.6687"
"4245","20050825","-0.1748","0.5209","-1.5548"
"4246","20050826","0.4282","0.2844","0.1836"
"4247","20050829","-1.4393","0.6695","-0.4599"
"4248","20050830","-0.2930","-0.0063","0.0833"
"4249","20050831","0.0371","-1.1206","-0.7048"
"4250","20050902","1.4122","0.1495","0.6187"
"4251","20050905","-0.2851","0.3805","0.1534"
"4252","20050906","0.6769","-0.1242","-0.0746"
"4253","20050907","-0.0173","0.0063","-0.1953"
"4254","20050908","0.1725","-0.4079","0.0681"
"4255","20050909","-0.5134","0.4934","-0.2973"
"4256","20050912","0.7586","-0.3035","-1.0404"
"4257","20050913","0.0684","-0.2791","-0.4342"
"4258","20050914","-0.3260","-0.1619","-0.4428"
"4259","20050915","-1.0882","0.3802","-0.8650"
"4260","20050916","-0.8757","0.1640","0.0221"
"4261","20050919","0.1018","-0.1895","-0.3534"
"4262","20050920","1.1794","-0.3457","0.4847"
"4263","20050921","-0.6263","0.0831","-0.1802"
"4264","20050922","-1.5584","0.8819","-0.3470"
"4265","20050923","-0.7834","0.2549","0.1019"
"4266","20050926","0.0609","-0.2491","0.1287"
"4267","20050927","0.2420","0.0722","-0.5186"
"4268","20050928","-0.2379","-0.0394","-0.2271"
"4269","20050929","1.4645","-0.4547","0.4135"
"4270","20050930","1.8242","-0.8719","-0.0113"
"4271","20051003","0.0688","-0.0526","0.0883"
"4272","20051004","0.2962","0.2651","-1.2521"
"4273","20051005","-0.1331","0.0648","-0.4446"
"4274","20051006","-0.6473","0.3994","0.4539"
"4275","20051007","-0.2245","0.4813","-0.3116"
"4276","20051011","-0.2626","-0.2551","0.0587"
"4277","20051012","-1.3192","0.8891","-0.7012"
"4278","20051013","-0.4696","-0.4471","0.3818"
"4279","20051014","0.1476","0.5125","0.2285"
"4280","20051017","-2.4247","-0.0117","0.0884"
"4281","20051018","0.0721","0.0143","-0.4946"
"4282","20051019","-2.3768","0.2758","-0.3283"
"4283","20051020","0.9382","-0.7659","-1.4248"
"4284","20051021","-0.1644","1.0531","0.7794"
"4285","20051024","-0.3725","0.1138","-0.3019"
"4286","20051025","0.0777","-0.0347","0.4185"
"4287","20051026","-0.3688","-1.1330","-0.2954"
"4288","20051027","-0.7391","0.0489","0.2082"
"4289","20051028","-0.5183","0.2331","-0.6919"
"4290","20051031","2.3501","-0.7765","0.8684"
"4291","20051101","0.6057","-0.3598","-0.1992"
"4292","20051102","1.2525","-1.0766","-0.7683"
"4293","20051103","-0.2163","0.1535","0.0214"
"4294","20051104","0.9187","-0.8791","-0.2160"
"4295","20051107","-0.8850","0.2517","-0.1422"
"4296","20051108","-0.1940","-0.6680","0.7434"
"4297","20051109","2.0908","-1.3453","0.2880"
"4298","20051110","0.2984","0.0356","0.3857"
"4299","20051111","1.4576","-0.2483","-0.0155"
"4300","20051114","0.1038","0.7499","0.3755"
"4301","20051115","-0.8739","0.6977","-0.0986"
"4302","20051116","0.2527","-0.0496","0.1828"
"4303","20051117","-0.4178","1.0176","-0.0994"
"4304","20051118","1.4489","-0.5320","-0.6014"
"4305","20051121","-0.0554","-0.1278","0.3117"
"4306","20051122","-0.7500","0.1694","0.4379"
"4307","20051123","1.0710","-0.7864","-0.6248"
"4308","20051124","-0.1960","0.6166","0.1783"
"4309","20051125","0.2648","0.3030","-0.1364"
"4310","20051128","1.2328","0.0693","-0.3593"
"4311","20051129","-1.0436","0.9618","0.9705"
"4312","20051130","1.0593","-0.4793","0.0062"
"4313","20051201","-0.3931","0.5062","-0.3381"
"4314","20051202","0.8088","-0.8009","0.1793"
"4315","20051205","1.9482","0.1522","-0.4952"
"4316","20051206","0.0265","0.1595","-0.3365"
"4317","20051207","-0.3213","-0.0792","-0.1641"
"4318","20051208","-1.2842","0.8233","0.2496"
"4319","20051209","0.1877","0.0595","0.5128"
"4320","20051212","0.0148","0.4493","0.3705"
"4321","20051213","-0.0823","0.3533","0.1764"
"4322","20051214","-0.4212","0.3356","0.2890"
"4323","20051215","0.3600","0.2952","-0.4386"
"4324","20051216","1.4782","-0.8561","-0.1014"
"4325","20051219","1.2724","-0.1351","0.7385"
"4326","20051220","-0.0383","0.4478","0.3757"
"4327","20051221","0.6986","0.2452","0.0171"
"4328","20051222","-0.8624","0.6984","-0.5585"
"4329","20051223","1.4930","-0.2637","-0.8894"
"4330","20051226","0.3821","-0.0370","0.2377"
"4331","20051227","-0.0422","-0.1756","0.0496"
"4332","20051228","-0.1281","0.2545","-0.3766"
"4333","20051229","0.7745","-0.2871","-0.0280"
"4334","20051230","-0.4113","0.5212","0.5166"
"4335","20060102","-1.3166","0.6050","-0.6980"
"4336","20060103","1.9835","0.2095","-0.6102"
"4337","20060104","0.3875","0.4847","-0.3209"
"4338","20060105","1.4155","-0.0356","0.7156"
"4339","20060106","-0.2497","0.2929","0.4766"
"4340","20060109","0.7105","-0.4559","0.7757"
"4341","20060110","-0.5255","0.6598","0.2589"
"4342","20060111","0.4128","-0.6362","0.4337"
"4343","20060112","-0.1443","-1.0229","0.0710"
"4344","20060113","-0.7069","-0.1048","0.0963"
"4345","20060116","0.6200","-0.4391","-0.2538"
"4346","20060117","-0.1797","-0.1030","-0.5892"
"4347","20060118","-3.1901","0.3480","-0.4299"
"4348","20060119","0.2141","-0.6083","0.4604"
"4349","20060120","-0.3933","0.0824","-0.4720"
"4350","20060123","-1.6508","-0.6381","-0.8097"
"4351","20060124","1.0605","0.4650","-0.2207"
"4352","20060125","1.2473","-1.0929","0.1962"
"4353","20060203","0.9298","-0.1923","0.6516"
"4354","20060206","1.9132","0.0109","-0.0880"
"4355","20060207","0.0123","0.4577","-0.0100"
"4356","20060208","-1.4388","0.7261","0.2311"
"4357","20060209","0.1223","-0.3892","-0.0917"
"4358","20060210","-0.5494","0.0508","-0.1657"
"4359","20060213","-0.5196","0.0360","-0.9840"
"4360","20060214","0.7747","0.0597","-0.5698"
"4361","20060215","-0.2235","0.3462","-0.2275"
"4362","20060216","1.2959","-0.3947","-0.3887"
"4363","20060217","-0.1653","-0.0404","0.1141"
"4364","20060220","0.1881","-0.3388","-0.5146"
"4365","20060221","-0.8377","0.0505","0.0416"
"4366","20060222","-1.5264","-0.5761","0.1024"
"4367","20060223","-0.8965","-0.4981","0.3403"
"4368","20060224","0.9921","-0.4598","0.1974"
"4369","20060227","0.3738","-0.1596","-0.9037"
"4370","20060301","0.7825","1.0685","-0.2366"
"4371","20060302","0.4694","-0.1290","-0.1966"
"4372","20060303","-1.3737","0.4519","-0.0290"
"4373","20060306","0.3163","0.1167","-0.4934"
"4374","20060307","-1.2543","1.0089","-0.1786"
"4375","20060308","-0.5485","0.3647","0.2530"
"4376","20060309","0.4465","0.1270","-0.1347"
"4377","20060310","0.0908","0.0659","-0.1507"
"4378","20060313","0.8287","0.2498","-1.2410"
"4379","20060314","-1.3156","0.8217","-0.6927"
"4380","20060315","0.9400","-0.5565","-0.3136"
"4381","20060316","-0.2176","0.0180","-0.1931"
"4382","20060317","0.3598","0.0637","-0.6017"
"4383","20060320","-0.1978","0.6033","0.0057"
"4384","20060321","-0.8680","0.0376","0.8278"
"4385","20060322","-1.0150","0.5683","0.4061"
"4386","20060323","-0.3949","0.3389","-0.5528"
"4387","20060324","0.2161","-0.5138","0.5595"
"4388","20060327","0.6758","-0.1071","-0.8683"
"4389","20060328","0.5219","0.3664","-0.5227"
"4390","20060329","0.6745","-0.1945","-0.5185"
"4391","20060330","0.7449","-0.7918","0.5772"
"4392","20060331","1.0293","-0.0269","-0.0663"
"4393","20060403","0.7230","0.2163","-0.2219"
"4394","20060404","0.0615","-0.0561","0.0778"
"4395","20060406","1.4436","0.3240","0.0515"
"4396","20060407","0.3320","-0.1751","0.5604"
"4397","20060410","-0.0008","-0.2085","0.5318"
"4398","20060411","-0.3532","0.8877","0.0494"
"4399","20060412","0.7646","0.5506","0.1070"
"4400","20060413","0.6983","0.3690","0.2639"
"4401","20060414","1.3995","-0.3714","0.0375"
"4402","20060417","0.6723","0.0432","0.8817"
"4403","20060418","-0.1778","0.6573","-0.6218"
"4404","20060419","0.6943","-0.0051","-0.9152"
"4405","20060420","0.8931","0.0591","-0.6588"
"4406","20060421","-0.1674","-0.0459","-0.4791"
"4407","20060424","0.0482","0.2887","0.8076"
"4408","20060425","-0.5312","-0.1974","1.1283"
"4409","20060426","1.5526","0.2904","0.1117"
"4410","20060427","-0.4420","-0.3364","1.2204"
"4411","20060428","0.4782","0.0328","-0.4782"
"4412","20060502","0.3948","0.1426","0.6706"
"4413","20060503","0.5704","-0.0598","0.6599"
"4414","20060504","1.4244","-0.6577","-0.8035"
"4415","20060505","0.3107","-0.3294","-0.0256"
"4416","20060508","1.4280","-0.4225","1.4626"
"4417","20060509","-1.1176","1.0541","1.1071"
"4418","20060510","-0.8711","1.2142","0.6323"
"4419","20060511","0.4939","0.6364","-1.9306"
"4420","20060512","-1.1362","1.4899","1.1319"
"4421","20060515","-1.4312","1.7408","2.4959"
"4422","20060516","-1.5105","0.6492","-1.1578"
"4423","20060517","0.6663","-1.1272","-1.4664"
"4424","20060518","-1.1458","1.0786","0.4438"
"4425","20060519","0.5916","-0.0436","-0.5881"
"4426","20060522","-1.9017","0.8670","-0.9143"
"4427","20060523","-1.3448","-0.1799","0.8253"
"4428","20060524","0.5090","-0.6166","0.5752"
"4429","20060525","-0.2182","0.0239","1.6169"
"4430","20060526","0.2056","-0.3412","-0.0912"
"4431","20060529","-0.0099","-0.3951","0.0356"
"4432","20060530","-0.4831","-0.0242","-1.2918"
"4433","20060601","0.3930","-0.2009","-0.3973"
"4434","20060602","1.2910","-0.8031","-0.7962"
"4435","20060605","-3.5113","-0.2360","-0.3746"
"4436","20060606","0.2157","-1.1678","-0.7080"
"4437","20060607","-1.7467","0.5205","0.7458"
"4438","20060608","-4.1956","-0.2598","-0.8012"
"4439","20060609","1.8302","-0.3730","0.1413"
"4440","20060612","-0.0606","0.5415","-0.9162"
"4441","20060613","-1.5996","0.9639","0.3367"
"4442","20060614","2.0846","-0.8149","0.8518"
"4443","20060615","-0.6147","-0.5364","0.0549"
"4444","20060616","2.3956","-1.5945","1.0920"
"4445","20060619","0.1404","-0.4425","0.4326"
"4446","20060620","-3.0158","0.6971","-0.4151"
"4447","20060621","-0.9393","-1.2274","-0.4386"
"4448","20060622","2.9484","-0.1682","-0.3343"
"4449","20060623","-0.4645","0.0497","0.4381"
"4450","20060626","1.0937","0.1423","0.1130"
"4451","20060627","0.7069","0.2288","0.1458"
"4452","20060628","-0.4670","0.3715","0.1368"
"4453","20060629","1.0175","0.3169","0.4670"
"4454","20060630","1.4252","-0.1146","-1.4616"
"4455","20060703","0.1316","0.1011","0.6446"
"4456","20060704","0.2513","0.2173","-0.5533"
"4457","20060705","-0.9033","0.2368","-0.1019"
"4458","20060706","0.0220","0.5849","0.0927"
"4459","20060707","0.0009","0.5716","-1.1016"
"4460","20060710","0.3567","-0.2175","0.0111"
"4461","20060711","-0.5613","0.5507","0.0680"
"4462","20060712","-0.0809","-0.1940","-0.0949"
"4463","20060713","-0.8737","0.1191","0.7019"
"4464","20060714","-2.1165","0.8246","0.1382"
"4465","20060717","-2.6098","-0.5690","-0.4203"
"4466","20060718","0.7259","0.5039","-0.6859"
"4467","20060719","-0.0898","0.5522","-0.2316"
"4468","20060720","2.7825","-0.9887","-1.2336"
"4469","20060721","-0.3264","0.1016","0.2990"
"4470","20060724","-0.8662","0.0471","0.7063"
"4471","20060725","0.7949","-0.2115","0.4286"
"4472","20060726","0.0117","0.0051","-0.4866"
"4473","20060727","1.3141","-0.4946","-0.7135"
"4474","20060728","0.3619","0.2037","0.6275"
"4475","20060731","-0.3742","0.0199","0.2962"
"4476","20060801","0.0300","-0.0578","0.1090"
"4477","20060802","0.6114","-0.1841","-0.0505"
"4478","20060803","-0.0283","0.4207","-0.0085"
"4479","20060804","-0.3123","0.3509","-0.4523"
"4480","20060807","-0.3456","-0.0388","-0.5966"
"4481","20060808","1.4173","-0.5864","-0.4435"
"4482","20060809","1.0978","-0.0620","-1.0682"
"4483","20060810","0.3322","0.3395","-0.9768"
"4484","20060811","-0.1290","0.2486","-0.9913"
"4485","20060814","0.6776","-0.2312","-0.2249"
"4486","20060815","0.0650","0.1926","0.1203"
"4487","20060816","1.2740","-0.3079","-0.1345"
"4488","20060817","0.5653","-0.2036","-0.4830"
"4489","20060818","-0.1876","0.0170","-0.2878"
"4490","20060821","-3.2004","-0.1720","-0.1452"
"4491","20060822","1.2720","-0.1369","-0.8690"
"4492","20060823","-0.5456","0.2903","-0.5419"
"4493","20060824","-0.0765","0.1794","-0.2733"
"4494","20060825","-0.3752","0.2417","0.1231"
"4495","20060828","-1.2645","-0.2438","-0.5577"
"4496","20060829","0.5374","0.0407","-0.5168"
"4497","20060830","1.6389","-0.4415","-0.4352"
"4498","20060831","0.3655","0.0727","-0.0715"
"4499","20060901","0.6213","-0.8881","-0.3430"
"4500","20060904","1.5073","-0.2893","-0.8616"
"4501","20060905","-0.2492","0.0608","-0.2530"
"4502","20060906","-0.6848","0.0778","-0.2022"
"4503","20060907","-0.0690","-0.0390","0.0938"
"4504","20060908","0.1379","-0.1471","0.3120"
"4505","20060911","0.0183","0.0293","0.4251"
"4506","20060912","-0.9667","-0.3813","0.1501"
"4507","20060913","0.5968","-0.8267","-0.2457"
"4508","20060914","-0.9371","-1.3711","-0.3626"
"4509","20060915","1.2475","-0.5256","-0.0234"
"4510","20060918","3.0361","-0.2369","0.3599"
"4511","20060919","-0.0152","0.1417","0.5739"
"4512","20060920","-0.0550","0.2969","0.7521"
"4513","20060921","0.1624","0.1315","1.4296"
"4514","20060922","-0.0495","0.6404","-0.2004"
"4515","20060925","0.3664","0.1686","0.9141"
"4516","20060926","-0.1109","-0.0198","0.2612"
"4517","20060927","0.6526","-0.2040","1.2302"
"4518","20060928","-0.8440","0.0943","-0.0804"
"4519","20060929","-0.0325","0.4142","0.3179"
"4520","20061002","1.1644","-0.7653","2.0018"
"4521","20061003","-0.0687","0.9138","0.0135"
"4522","20061004","-1.1639","1.4511","0.5245"
"4523","20061005","1.7993","-0.6835","-0.1301"
"4524","20061011","0.1208","0.5779","2.9740"
"4525","20061012","-0.3205","0.2715","-0.5430"
"4526","20061013","1.2061","0.4661","-0.2595"
"4527","20061014","0.1171","0.7550","2.2613"
"4528","20061016","1.0808","-0.2157","-0.3737"
"4529","20061017","-1.0795","1.2477","-0.5521"
"4530","20061018","-0.7983","0.2676","0.3017"
"4531","20061019","-0.3713","0.4517","-0.3038"
"4532","20061020","0.5756","0.1126","-0.2076"
"4533","20061023","0.0357","0.3573","1.2048"
"4534","20061024","0.8217","-0.2686","0.9071"
"4535","20061025","-0.5355","-0.0964","-1.0576"
"4536","20061026","0.2881","0.1754","-0.4636"
"4537","20061027","0.0709","-0.1777","-0.9743"
"4538","20061030","-1.2888","1.0204","0.4531"
"4539","20061031","0.3688","-0.2358","0.2389"
"4540","20061101","-0.1104","0.9216","0.0274"
"4541","20061102","0.9110","-0.3371","-0.3677"
"4542","20061103","1.1589","-0.2846","0.8781"
"4543","20061106","-0.6080","0.0947","0.3568"
"4544","20061107","0.8874","0.2621","1.1041"
"4545","20061108","-0.0814","0.5893","0.6498"
"4546","20061109","-0.3507","-0.4015","0.4763"
"4547","20061110","0.3063","0.2570","0.3768"
"4548","20061113","-0.5563","0.6352","1.8043"
"4549","20061114","0.9205","0.1701","-0.1249"
"4550","20061115","0.4387","-0.1465","0.1131"
"4551","20061116","0.2515","-0.0402","-0.1915"
"4552","20061117","0.0103","0.5581","0.3836"
"4553","20061120","0.0198","0.7582","-0.5865"
"4554","20061121","0.6592","-0.2358","-1.1447"
"4555","20061122","0.5396","-0.1542","0.5444"
"4556","20061123","0.5127","0.0526","0.1557"
"4557","20061124","0.5852","0.2575","-0.0878"
"4558","20061127","0.9613","-0.5896","0.6104"
"4559","20061128","-0.6896","0.7337","0.9901"
"4560","20061129","0.4006","0.1602","0.0815"
"4561","20061130","1.2462","0.3187","1.4481"
"4562","20061201","0.6113","0.2166","0.9645"
"4563","20061204","0.4572","0.9121","3.5327"
"4564","20061205","-0.4983","-0.7477","-1.6854"
"4565","20061206","1.0765","0.1414","0.5166"
"4566","20061207","-0.0527","0.2362","0.3833"
"4567","20061208","-0.6538","1.2479","0.6900"
"4568","20061211","-0.3346","1.3073","0.8884"
"4569","20061212","-2.0276","0.4165","-0.0272"
"4570","20061213","-0.1299","-0.9202","-1.8186"
"4571","20061214","0.3897","0.6943","-0.6445"
"4572","20061215","0.8098","0.2581","1.4124"
"4573","20061218","1.1404","0.3647","0.6748"
"4574","20061219","-0.3306","0.3463","0.0695"
"4575","20061220","0.5848","0.8605","1.0206"
"4576","20061221","-0.3868","-0.0071","-1.7158"
"4577","20061222","0.4089","0.4912","-0.8538"
"4578","20061225","-0.0630","1.1330","1.1574"
"4579","20061226","1.0824","0.1182","1.2810"
"4580","20061227","0.0549","-0.2530","-0.0545"
"4581","20061228","-0.0410","-0.5125","-0.6507"
"4582","20061229","1.1868","0.0321","0.4529"
"4583","20070102","1.2186","-0.3007","0.2489"
"4584","20070103","-0.1236","-0.2099","-2.0456"
"4585","20070104","0.1215","-0.4176","-1.8443"
"4586","20070105","-1.2403","1.5453","-1.4888"
"4587","20070108","-1.2860","1.0307","1.2406"
"4588","20070109","0.6625","0.4739","0.4437"
"4589","20070110","-1.2475","1.1186","-2.1381"
"4590","20070111","-1.0487","-1.6955","-2.8482"
"4591","20070112","1.9135","-0.8218","0.3484"
"4592","20070115","0.2812","-0.1828","-1.2997"
"4593","20070116","0.0860","-0.3829","0.9711"
"4594","20070117","0.5384","0.5090","0.3750"
"4595","20070118","0.7816","0.1652","-0.2038"
"4596","20070119","-0.7473","0.9095","0.0614"
"4597","20070122","0.0333","0.7818","-1.1360"
"4598","20070123","0.1552","0.0292","0.4230"
"4599","20070124","1.0470","-0.2448","-0.3274"
"4600","20070125","-0.1629","-0.1522","-0.8642"
"4601","20070126","-1.2810","1.2997","0.3328"
"4602","20070129","-0.8514","-0.2700","0.7708"
"4603","20070130","-0.1462","-0.5231","-0.7133"
"4604","20070131","-0.5387","-0.4060","-0.0208"
"4605","20070201","0.0014","-0.3672","-0.3467"
"4606","20070202","0.9496","-0.2329","0.2507"
"4607","20070205","0.0789","0.2391","0.1821"
"4608","20070206","1.1170","-0.2648","0.3336"
"4609","20070207","-0.3751","0.0812","-0.4103"
"4610","20070208","-0.0535","-0.0334","0.1401"
"4611","20070209","0.2153","0.1434","0.5059"
"4612","20070212","-1.0611","0.3115","-0.2318"
"4613","20070213","-0.5100","0.1097","1.2093"
"4614","20070214","0.8817","0.1380","-0.7598"
"4615","20070226","1.1345","0.8536","0.9002"
"4616","20070227","-0.0608","0.7492","-0.8422"
"4617","20070301","-2.8643","1.3981","-0.5275"
"4618","20070302","-0.0939","0.9961","0.8136"
"4619","20070303","-0.5049","0.7185","-0.3542"
"4620","20070305","-3.7428","0.1387","-1.1386"
"4621","20070306","1.4309","-0.0577","-0.4240"
"4622","20070307","0.3923","0.3384","-0.2043"
"4623","20070308","1.1721","0.2305","-0.3650"
"4624","20070309","-0.0081","0.5377","-0.0680"
"4625","20070312","0.7736","0.2576","-0.5049"
"4626","20070313","0.7059","0.8920","-0.6119"
"4627","20070314","-1.4866","1.5511","-0.2752"
"4628","20070315","1.6762","0.3378","-0.5318"
"4629","20070316","0.3305","-0.4247","1.1124"
"4630","20070319","0.2091","0.2621","0.1414"
"4631","20070320","0.0233","-0.1704","0.1365"
"4632","20070321","0.2806","-0.2160","0.5047"
"4633","20070322","0.8680","-0.8482","0.0568"
"4634","20070323","0.4670","0.4552","-0.7932"
"4635","20070326","0.2526","1.2374","-0.7503"
"4636","20070327","-0.4060","0.3289","-0.2337"
"4637","20070328","-0.7150","1.3142","0.3166"
"4638","20070329","0.7319","0.3924","0.1305"
"4639","20070330","0.4387","0.2029","-0.0811"
"4640","20070402","-0.0364","0.5457","1.1934"
"4641","20070403","0.6093","0.0482","0.6462"
"4642","20070404","0.8591","-1.1295","0.6912"
"4643","20070409","0.6337","-1.0230","2.8593"
"4644","20070410","-0.0913","-0.0589","0.2218"
"4645","20070411","0.4033","0.3813","-0.5100"
"4646","20070412","-0.1165","1.1405","1.4137"
"4647","20070413","-0.9018","-0.1331","0.6453"
"4648","20070414","0.5293","0.6686","0.9704"
"4649","20070416","-0.0046","-0.3977","1.2740"
"4650","20070417","-1.0789","-1.6961","-0.4124"
"4651","20070418","0.5441","0.3161","0.6347"
"4652","20070419","-1.5168","1.3482","-0.3059"
"4653","20070420","0.6478","0.0482","-0.2934"
"4654","20070423","0.8299","-0.6432","-0.3203"
"4655","20070424","0.4427","0.0262","-0.4193"
"4656","20070425","-0.7605","0.1475","-0.2400"
"4657","20070426","0.2217","-0.2441","-0.4915"
"4658","20070427","-0.6785","0.0616","-0.2183"
"4659","20070430","-0.9633","-0.9443","-1.3174"
"4660","20070502","0.3548","-0.2712","-1.0279"
"4661","20070503","0.2581","-2.0523","-2.4905"
"4662","20070504","1.7617","-0.0707","1.1216"
"4663","20070507","0.5812","0.9325","0.3658"
"4664","20070508","-0.2940","0.3507","-0.2689"
"4665","20070509","-0.5590","0.3735","0.0783"
"4666","20070510","0.5526","0.3977","-0.3218"
"4667","20070511","-0.7912","0.5303","0.3747"
"4668","20070514","0.0193","-0.2143","-0.6229"
"4669","20070515","-0.6634","0.1820","0.4568"
"4670","20070516","0.1502","0.1766","-0.3011"
"4671","20070517","0.6593","-0.1541","-0.6041"
"4672","20070518","-0.0354","0.2157","-0.3184"
"4673","20070521","1.3534","-0.2761","0.0681"
"4674","20070522","0.4998","-0.3953","0.1509"
"4675","20070523","0.4419","-0.1130","0.1194"
"4676","20070524","-0.0717","0.4897","-0.6717"
"4677","20070525","-0.7002","0.8259","0.1756"
"4678","20070528","-0.0543","-0.0772","-0.2805"
"4679","20070529","0.2828","-0.4320","-0.0992"
"4680","20070530","-0.4163","0.2808","-0.3300"
"4681","20070531","-0.1427","1.2518","-0.1319"
"4682","20070601","1.3118","-1.0495","-0.5744"
"4683","20070604","0.5287","0.4018","-1.0213"
"4684","20070605","0.1009","0.3084","-0.7012"
"4685","20070606","0.0595","0.0861","1.1809"
"4686","20070607","0.5244","0.8171","-0.7139"
"4687","20070608","-0.3774","0.9244","-0.7098"
"4688","20070611","0.4612","0.3774","-0.3306"
"4689","20070612","0.3009","0.0993","0.0237"
"4690","20070613","-0.2685","0.1119","0.9913"
"4691","20070614","1.2029","-1.0321","-0.4692"
"4692","20070615","1.3841","-1.0242","-0.5253"
"4693","20070620","2.3513","-2.5504","0.4901"
"4694","20070621","0.9729","-0.1943","-0.7764"
"4695","20070622","-0.0706","2.0347","0.4279"
"4696","20070623","-0.4043","1.1154","0.8276"
"4697","20070625","1.5007","0.0747","-0.0070"
"4698","20070626","-0.8219","-0.0943","0.4031"
"4699","20070627","-0.1301","0.6817","0.7026"
"4700","20070628","0.5307","0.3254","0.8682"
"4701","20070629","-0.1690","0.3831","0.0974"
"4702","20070702","0.6509","0.2235","0.4208"
"4703","20070703","0.7760","0.1568","-0.1030"
"4704","20070704","0.8234","-0.1238","0.2482"
"4705","20070705","0.9495","0.1693","0.0682"
"4706","20070706","0.4210","0.5820","0.5568"
"4707","20070709","1.9622","-0.9746","-0.8556"
"4708","20070710","0.2132","-0.0303","0.6696"
"4709","20070711","-0.7931","0.8104","0.5656"
"4710","20070712","0.7555","0.6400","1.2548"
"4711","20070713","1.2439","-1.0365","-0.3939"
"4712","20070716","-0.5460","0.4216","2.3819"
"4713","20070717","1.0350","0.8272","1.2246"
"4714","20070718","-0.1964","1.4773","2.5176"
"4715","20070719","-0.0172","0.3159","-1.5461"
"4716","20070720","1.2083","-0.9961","-1.3965"
"4717","20070723","0.3865","1.4313","-0.8186"
"4718","20070724","1.3239","-0.4659","-0.8117"
"4719","20070725","-0.0113","1.7332","-0.7673"
"4720","20070726","-1.5118","-0.5453","-0.5077"
"4721","20070727","-4.2070","1.9466","0.3375"
"4722","20070730","-0.9026","0.2756","0.9766"
"4723","20070731","2.4176","-0.6962","0.0458"
"4724","20070801","-4.2534","1.4505","1.1249"
"4725","20070802","0.7966","-2.8829","-1.7984"
"4726","20070803","1.2124","-0.4891","0.3014"
"4727","20070806","-1.2967","-0.3420","0.1757"
"4728","20070807","-0.8801","0.3595","0.5231"
"4729","20070808","2.7159","-0.2545","-0.6438"
"4730","20070809","0.9650","0.5859","-0.3923"
"4731","20070810","-2.7152","1.2605","0.0760"
"4732","20070813","0.1058","-0.9345","0.8104"
"4733","20070814","-0.2573","-0.0289","0.8748"
"4734","20070815","-3.5514","-0.4014","-0.2245"
"4735","20070816","-4.5480","-1.1650","-0.5550"
"4736","20070817","-1.3431","-1.5360","-2.0697"
"4737","20070820","5.2699","-0.5115","0.4034"
"4738","20070821","-0.4103","-1.1244","-0.1787"
"4739","20070822","0.1510","-0.7285","0.8075"
"4740","20070823","2.8414","0.2799","0.1149"
"4741","20070824","-0.4902","0.7707","-0.2453"
"4742","20070827","0.2962","0.0505","-0.5966"
"4743","20070828","0.1105","0.2290","-0.7052"
"4744","20070829","-0.9741","0.8094","0.1260"
"4745","20070830","1.4811","0.1713","0.3825"
"4746","20070831","2.4194","-1.4411","-0.3869"
"4747","20070903","-0.0236","0.7432","0.5605"
"4748","20070904","-0.6173","-0.3514","-0.4992"
"4749","20070905","-0.1125","-0.2460","-0.2346"
"4750","20070906","1.1587","-1.2553","0.3418"
"4751","20070907","0.0052","0.3514","0.4382"
"4752","20070910","-0.8911","1.2341","0.6010"
"4753","20070911","0.7364","0.2921","0.3908"
"4754","20070912","0.1602","-0.0029","-0.1981"
"4755","20070913","-1.0120","0.4883","0.6923"
"4756","20070914","1.1541","-0.7205","-0.4755"
"4757","20070917","-1.4637","0.9545","1.0811"
"4758","20070919","0.2927","-2.0704","0.7000"
"4759","20070920","0.6252","-1.2624","-0.3563"
"4760","20070921","1.3549","0.2136","0.3524"
