"","date","mktRF","size","BM"
"1966","19961118","0.9768","-0.7428","0.7407"
"1967","19961119","0.3884","-0.1941","0.0625"
"1968","19961120","0.6072","-0.7391","0.0950"
"1969","19961121","-0.4264","0.2812","-0.3847"
"1970","19961122","0.9890","-1.2251","-1.7513"
"1971","19961123","1.1956","-2.8085","0.1760"
"1972","19961125","1.3548","-0.7271","-0.5101"
"1973","19961126","-0.2700","0.3283","0.4565"
"1974","19961127","0.0475","-0.5606","0.4276"
"1975","19961128","-0.8109","0.3810","0.3824"
"1976","19961129","-1.5646","1.1081","0.7270"
"1977","19961130","0.8764","-0.1508","0.8423"
"1978","19961202","2.3312","-2.1884","0.2324"
"1979","19961203","-0.5643","-0.0899","0.4344"
"1980","19961204","0.1103","0.2233","0.1495"
"1981","19961205","-0.3597","0.0789","-0.1982"
"1982","19961206","-1.6677","1.0731","-0.0430"
"1983","19961207","-0.4083","0.6541","0.3546"
"1984","19961209","0.3993","0.1129","0.3254"
"1985","19961210","0.4891","0.1963","-0.6814"
"1986","19961211","-0.5784","0.6269","-0.0864"
"1987","19961212","0.3217","-0.6881","0.0280"
"1988","19961213","-0.0703","0.9919","-0.3492"
"1989","19961214","0.9019","0.0409","-0.9310"
"1990","19961216","-0.0084","0.5355","0.6245"
"1991","19961217","-0.5179","0.3291","-0.1225"
"1992","19961218","0.5777","-0.1753","0.5222"
"1993","19961219","-0.5645","0.4733","0.1891"
"1994","19961220","0.4175","-0.2651","-0.3466"
"1995","19961221","0.1172","0.4704","-0.2368"
"1996","19961223","0.4744","0.5169","-0.1984"
"1997","19961224","0.0306","-0.0554","0.0674"
"1998","19961226","-0.7137","0.2142","-0.0041"
"1999","19961227","-0.4125","0.3499","-0.1322"
"2000","19961228","0.5958","0.4387","-0.6025"
"2001","19961230","0.2603","0.7707","0.1090"
"2002","19961231","0.0838","0.1266","0.1473"
"2003","19970104","-1.5871","-0.1108","0.1523"
"2004","19970106","0.2900","0.9152","0.7947"
"2005","19970107","0.3987","0.7816","-0.1556"
"2006","19970108","2.1637","-1.3018","-1.3409"
"2007","19970109","-0.1437","1.5611","-0.4817"
"2008","19970110","1.2581","0.7610","-0.3376"
"2009","19970111","0.2564","0.2517","0.0708"
"2010","19970113","1.0477","0.7413","0.9109"
"2011","19970114","-0.7790","0.4531","0.3944"
"2012","19970115","0.4124","0.1238","0.8573"
"2013","19970116","0.6045","-0.5098","-0.4541"
"2014","19970117","-0.5076","0.8321","0.3094"
"2015","19970118","-0.2594","0.7349","0.4386"
"2016","19970120","1.4421","0.8417","0.5133"
"2017","19970121","-0.1068","0.5233","-0.1676"
"2018","19970122","0.5431","-0.0296","-0.0016"
"2019","19970123","-1.0012","-1.6929","-0.5867"
"2020","19970124","0.3700","0.3954","0.0788"
"2021","19970125","-0.5206","0.1904","-0.7396"
"2022","19970127","-0.8373","-0.0336","0.1872"
"2023","19970128","-0.1427","-0.3187","0.3222"
"2024","19970129","0.0028","-0.3819","0.1386"
"2025","19970130","1.0068","-0.2436","-0.0523"
"2026","19970131","0.8146","-0.1036","-0.3690"
"2027","19970201","0.4279","-0.0941","-0.0722"
"2028","19970203","0.4556","-0.0064","0.0396"
"2029","19970211","0.7502","0.4070","0.1006"
"2030","19970212","0.1593","1.3677","0.5572"
"2031","19970213","1.4117","-0.2373","-0.6852"
"2032","19970214","-0.5748","-0.1799","1.0091"
"2033","19970215","1.2768","0.2461","-0.5955"
"2034","19970217","1.0693","0.7520","0.2341"
"2035","19970218","-0.6835","0.5727","-0.6465"
"2036","19970219","0.0759","0.9635","-0.8741"
"2037","19970220","0.1549","1.5160","-0.8323"
"2038","19970221","1.4418","0.8174","0.8954"
"2039","19970222","-0.5185","-0.9038","0.9819"
"2040","19970224","2.1030","0.3146","2.1364"
"2041","19970225","-0.3339","0.4247","0.9968"
"2042","19970226","-1.8680","-0.2378","0.4431"
"2043","19970227","1.2739","0.7056","-0.5546"
"2044","19970228","0.5935","-1.1620","-0.5455"
"2045","19970301","1.4601","-1.0512","-0.8998"
"2046","19970303","-1.3258","0.6476","0.4057"
"2047","19970304","0.9286","0.8078","-0.2575"
"2048","19970305","0.7437","0.3693","-0.0429"
"2049","19970306","0.6582","0.6088","0.6987"
"2050","19970307","1.0801","0.5437","0.9120"
"2051","19970308","0.2635","-0.2180","0.6134"
"2052","19970310","-0.1379","1.4051","1.1388"
"2053","19970311","0.8942","1.4424","1.5193"
"2054","19970312","0.0693","0.2425","-0.4840"
"2055","19970313","0.1855","-0.7301","-0.4185"
"2056","19970314","0.0811","0.0815","-0.0689"
"2057","19970315","0.1273","-0.2221","-0.2180"
"2058","19970317","1.6909","-0.7179","-0.4753"
"2059","19970318","1.1540","-0.0962","1.5397"
"2060","19970319","-1.1427","-0.5170","0.4506"
"2061","19970320","0.4564","1.5154","0.8648"
"2062","19970321","-3.2813","-0.1750","-2.2181"
"2063","19970322","0.0798","0.1078","0.5924"
"2064","19970324","-3.5054","0.5866","-1.6108"
"2065","19970325","-1.3744","-0.4737","-0.0488"
"2066","19970326","2.2321","0.6447","1.4874"
"2067","19970327","0.6457","0.5510","-0.7243"
"2068","19970328","0.2798","0.5768","-0.4475"
"2069","19970331","-1.4591","0.3300","0.6805"
"2070","19970401","1.8472","0.4329","0.0841"
"2071","19970402","0.4102","0.5500","1.5003"
"2072","19970403","1.9785","-0.6783","-1.2615"
"2073","19970407","1.7604","-0.3129","0.1709"
"2074","19970408","-0.5116","-0.7508","0.4631"
"2075","19970409","2.3596","-0.7655","1.2939"
"2076","19970410","-0.7557","0.0037","-0.0299"
"2077","19970411","0.0944","0.6952","-0.1593"
"2078","19970412","-1.2527","0.1567","1.8467"
"2079","19970414","1.9045","-0.1904","0.6716"
"2080","19970415","-0.3782","0.5499","-0.4631"
"2081","19970416","-0.0502","0.0067","-0.7443"
"2082","19970417","-1.5513","0.2167","-0.4435"
"2083","19970418","-2.0202","-0.0614","0.2446"
"2084","19970419","-0.2774","-0.5102","-0.0648"
"2085","19970421","1.4516","-0.1583","1.7442"
"2086","19970422","-0.0811","0.2483","-1.0375"
"2087","19970423","1.6945","-0.4857","-0.5172"
"2088","19970424","0.6227","-1.0386","-0.2165"
"2089","19970425","0.2641","0.0555","-0.8638"
"2090","19970426","0.2183","-0.2706","-0.8316"
"2091","19970428","-0.1054","-0.5248","-0.8145"
"2092","19970429","-0.8951","-0.6023","0.2415"
"2093","19970430","-1.2416","-0.0161","0.4522"
"2094","19970502","-3.5789","-0.9419","-0.4496"
"2095","19970503","1.5898","-1.4370","-0.0393"
"2096","19970505","-0.6089","0.0450","1.0211"
"2097","19970506","0.2250","0.7666","-0.4808"
"2098","19970507","1.5645","-0.6579","-0.5541"
"2099","19970508","-1.0376","0.3732","-0.2395"
"2100","19970509","-1.4682","-0.4832","-0.9945"
"2101","19970510","0.3490","0.2179","-0.8634"
"2102","19970512","-3.8343","-0.2060","-1.1270"
"2103","19970513","0.0516","-1.2181","-0.6670"
"2104","19970514","2.9769","-0.3373","1.4764"
"2105","19970515","-2.2821","0.4465","0.5141"
"2106","19970516","1.0891","-1.2116","-0.1713"
"2107","19970517","0.7341","0.1302","-0.2221"
"2108","19970519","-0.4679","0.3450","0.5244"
"2109","19970520","-1.4283","0.2460","0.9194"
"2110","19970521","0.3552","0.0373","-0.5845"
"2111","19970522","1.6296","-0.0868","-0.6883"
"2112","19970523","-0.0842","-0.1176","-0.3676"
"2113","19970524","0.4161","-0.8419","-0.3242"
"2114","19970526","0.0835","-0.9176","0.0907"
"2115","19970527","-0.9078","-0.1923","0.1142"
"2116","19970528","-0.7823","-0.1313","-0.9371"
"2117","19970529","-0.8330","0.1038","-1.7957"
"2118","19970530","0.0390","-0.0058","-1.2903"
"2119","19970531","2.0437","0.1478","1.3788"
"2120","19970602","0.3810","1.1818","-0.9579"
"2121","19970603","0.6698","-0.5041","-1.1368"
"2122","19970604","0.3566","0.4480","-1.0384"
"2123","19970605","-0.6807","0.0897","0.3074"
"2124","19970606","1.3085","0.2814","-2.3037"
"2125","19970607","0.3724","-1.1394","-0.6583"
"2126","19970610","0.5800","-1.2318","1.6235"
"2127","19970611","-1.4586","0.4448","0.7460"
"2128","19970612","-0.2376","0.8039","-0.8412"
"2129","19970613","0.6528","-0.0789","-0.0190"
"2130","19970614","2.2431","-0.6578","-1.0996"
"2131","19970616","1.6555","0.0780","-1.5392"
"2132","19970617","0.4136","0.3008","-1.3750"
"2133","19970618","0.2974","-0.0400","-3.1008"
"2134","19970619","-0.7517","-0.7014","-0.0180"
"2135","19970620","2.8790","-2.3806","-0.1703"
"2136","19970621","-0.6790","0.2704","0.7596"
"2137","19970623","0.9826","0.6569","-2.3281"
"2138","19970624","0.0096","0.2645","0.6021"
"2139","19970625","0.4342","-0.1502","-1.4166"
"2140","19970626","-0.8352","-1.1939","0.0899"
"2141","19970627","1.3970","-0.2488","1.4288"
"2142","19970628","0.4821","1.0958","0.6268"
"2143","19970630","0.0054","0.9872","0.0855"
"2144","19970702","-0.3982","1.9558","1.8251"
"2145","19970703","0.3361","-0.8228","-0.9185"
"2146","19970704","1.7991","-1.3557","-1.2770"
"2147","19970705","0.7127","-0.6340","-0.6953"
"2148","19970707","0.6555","-1.1081","-0.1635"
"2149","19970708","-0.2362","0.0859","-0.1430"
"2150","19970709","0.6270","-0.7539","-1.0104"
"2151","19970710","0.7454","-0.3280","-0.1261"
"2152","19970711","-0.3584","0.1658","-0.4225"
"2153","19970712","1.1283","-0.3816","0.4838"
"2154","19970714","0.9905","-1.3283","-1.2427"
"2155","19970715","-0.3488","-1.0028","-1.1052"
"2156","19970716","-0.1443","-1.4060","-2.8856"
"2157","19970717","0.2118","0.5497","1.1640"
"2158","19970718","1.0629","-0.7704","-1.0256"
"2159","19970719","0.7183","-0.3968","1.5128"
"2160","19970721","0.8025","0.4509","1.3944"
"2161","19970722","-2.9047","1.4213","0.0055"
"2162","19970723","-1.8714","0.4740","0.7881"
"2163","19970724","2.6926","-1.5474","-1.7481"
"2164","19970725","1.8358","-1.8961","-1.5313"
"2165","19970726","0.6210","-0.5214","-1.4768"
"2166","19970728","0.5347","-0.5026","0.0995"
"2167","19970729","-0.3162","1.0051","1.9438"
"2168","19970730","0.4881","0.9509","2.3166"
"2169","19970731","1.2194","-0.4464","0.4514"
"2170","19970801","-0.6756","0.5602","-0.7546"
"2171","19970802","0.4323","-1.1166","-1.0665"
"2172","19970804","0.1671","-0.6422","0.8456"
"2173","19970805","-1.4896","0.9009","0.3914"
"2174","19970806","-0.6120","0.2927","1.4172"
"2175","19970807","-0.2317","0.8683","-0.1538"
"2176","19970808","0.8251","0.2537","-0.5495"
"2177","19970809","0.6847","-0.0203","0.4117"
"2178","19970811","-0.9742","1.8399","1.6311"
"2179","19970812","-0.9100","-0.0690","-0.0852"
"2180","19970813","-2.5820","0.7184","-0.0234"
"2181","19970814","0.7951","-0.3119","0.2282"
"2182","19970815","1.4200","-0.5198","-0.7883"
"2183","19970816","-0.6758","0.1787","0.1796"
"2184","19970819","0.0557","-0.0273","-0.0407"
"2185","19970820","1.4636","-1.6828","-1.0145"
"2186","19970821","1.7128","-1.2432","-2.2273"
"2187","19970822","-0.0622","0.4182","-0.2196"
"2188","19970823","-0.5562","-0.2396","-0.8231"
"2189","19970825","0.4449","-0.0466","-0.2542"
"2190","19970826","1.0215","0.5882","0.8950"
"2191","19970827","-0.7029","0.2312","-0.2855"
"2192","19970828","-2.2495","1.5920","1.1599"
"2193","19970830","-0.7432","0.0902","-0.0677"
"2194","19970901","-2.6121","1.1704","0.1926"
"2195","19970902","-3.1112","1.1320","0.7214"
"2196","19970903","2.7221","-0.9504","-0.8216"
"2197","19970904","-3.3481","1.6034","1.4409"
"2198","19970905","1.5548","-0.0535","0.2422"
"2199","19970906","0.9837","0.6986","-0.2455"
"2200","19970908","-2.5145","1.9500","1.4552"
"2201","19970909","-0.7640","0.2336","-0.2420"
"2202","19970910","0.7057","-0.4027","-0.3261"
"2203","19970911","-0.3365","0.4577","-0.3186"
"2204","19970912","0.4341","0.4552","-0.6633"
"2205","19970913","-0.7124","0.3665","0.1396"
"2206","19970915","-1.8067","1.0112","0.5463"
"2207","19970917","1.7290","-1.2182","-0.3956"
"2208","19970918","0.5812","-0.5579","-0.3554"
"2209","19970919","1.1011","-0.9384","-0.8978"
"2210","19970920","-0.4636","0.3705","0.4222"
"2211","19970922","0.1606","0.3115","0.2027"
"2212","19970923","-1.6472","1.0209","0.5029"
"2213","19970924","-0.9160","0.5401","-0.0889"
"2214","19970925","-2.3170","1.3440","0.7678"
"2215","19970926","-0.8062","0.1617","0.5444"
"2216","19970927","1.2573","-0.6033","-1.1136"
"2217","19970930","-1.3798","0.9402","0.3086"
"2218","19971001","-0.1487","-0.8239","-0.6685"
"2219","19971002","-2.2193","-0.2253","-1.2239"
"2220","19971003","0.3716","-0.2983","-0.1752"
"2221","19971004","-1.8621","0.8313","-0.5423"
"2222","19971006","0.1200","0.6220","0.6327"
"2223","19971007","-2.0816","0.5479","-0.5051"
"2224","19971008","0.3959","-0.3608","-0.2814"
"2225","19971009","2.4785","-1.0258","-0.0613"
"2226","19971013","0.0061","0.2385","-0.3053"
"2227","19971014","-0.4121","0.2765","-0.2628"
"2228","19971015","-2.0159","1.1507","-0.3250"
"2229","19971016","-3.2348","0.4515","0.6399"
"2230","19971017","-2.0501","-0.1145","0.7288"
"2231","19971018","-2.7589","1.5601","1.8226"
"2232","19971020","-3.9811","0.6175","1.6242"
"2233","19971021","5.7016","-1.3735","-0.4136"
"2234","19971022","-0.4966","-0.4931","-0.7742"
"2235","19971023","1.7361","-0.5083","-0.8297"
"2236","19971024","-1.3832","0.8344","-0.1550"
"2237","19971027","-0.7508","0.9287","-0.5129"
"2238","19971028","-5.9254","1.2569","-0.3483"
"2239","19971029","-1.7084","1.1712","0.0806"
"2240","19971030","3.1346","0.1649","-0.5300"
"2241","19971103","4.5783","-0.5374","-0.2127"
"2242","19971104","1.7917","-0.2259","-1.6755"
"2243","19971105","1.0736","-0.5014","-1.3699"
"2244","19971106","2.7260","-1.4301","-0.6636"
"2245","19971107","-2.7036","0.7279","1.2041"
"2246","19971108","-2.4441","0.6793","0.5437"
"2247","19971110","1.2535","-0.9835","-0.3338"
"2248","19971111","-0.7301","-0.1009","0.7297"
"2249","19971113","-2.0773","1.3183","-0.2977"
"2250","19971114","-0.9931","0.2850","0.1113"
"2251","19971115","0.1129","-0.6882","0.2862"
"2252","19971117","2.6689","-1.0543","-0.8498"
"2253","19971118","-0.6138","0.4468","-0.1338"
"2254","19971119","0.7861","-0.8627","-0.4656"
"2255","19971120","-0.1885","0.3541","0.1786"
"2256","19971121","1.0275","-0.7810","-0.4677"
"2257","19971122","1.7378","0.0980","0.8205"
"2258","19971124","-1.9703","1.5886","0.8435"
"2259","19971125","0.0173","0.0261","-0.3703"
"2260","19971126","-0.8553","0.7051","0.6748"
"2261","19971127","0.8418","-0.2031","-0.0385"
"2262","19971128","0.4099","0.2809","-0.2332"
"2263","19971201","-5.1662","1.5855","0.7133"
"2264","19971202","3.7401","-0.1436","0.6851"
"2265","19971203","2.8983","0.4455","2.6773"
"2266","19971204","1.8753","-0.1898","0.0658"
"2267","19971205","1.4228","-0.5403","0.3595"
"2268","19971206","0.9683","-0.3441","-0.3719"
"2269","19971208","1.9149","-0.8198","-0.9457"
"2270","19971209","-0.8462","0.9184","-0.9403"
"2271","19971210","1.9999","0.7371","-0.7601"
"2272","19971211","-2.8049","0.9503","-0.0394"
"2273","19971212","1.5490","0.0043","-0.6664"
"2274","19971213","-0.6876","0.8017","1.5637"
"2275","19971215","-1.2393","0.0881","0.3173"
"2276","19971216","-0.6032","0.1559","0.1126"
"2277","19971217","1.8865","-0.2877","-1.0194"
"2278","19971218","-1.2088","0.7446","1.0867"
"2279","19971219","-2.0523","0.3879","-0.9831"
"2280","19971220","0.7383","-0.3048","-0.1422"
"2281","19971222","-0.6699","0.4306","0.9144"
"2282","19971223","-0.8020","-0.3745","-0.0531"
"2283","19971224","0.4172","0.0379","-0.7710"
"2284","19971226","0.7268","0.8793","0.0289"
"2285","19971227","-0.3538","0.7655","0.0321"
"2286","19971229","-0.3559","0.4007","0.2288"
"2287","19971230","0.8521","-0.0757","-0.0406"
"2288","19971231","0.4690","-0.3088","-0.0192"
"2289","19980103","-0.3243","0.3119","-0.1732"
"2290","19980105","-1.6217","0.7408","0.5492"
"2291","19980106","-0.7717","-0.1935","-0.7365"
"2292","19980107","-1.6738","0.6713","-0.5022"
"2293","19980108","-0.7403","0.1492","0.2273"
"2294","19980109","-0.5505","-0.2952","0.1059"
"2295","19980112","-4.7115","0.6098","0.1788"
"2296","19980113","1.8747","0.1679","0.1560"
"2297","19980114","3.8131","-0.7004","-0.9658"
"2298","19980115","-0.3694","0.1799","-1.1424"
"2299","19980116","0.3315","-0.3652","-0.1380"
"2300","19980117","1.1984","-0.1796","-0.5957"
"2301","19980119","-0.6409","0.0552","1.0526"
"2302","19980120","0.8618","-1.0519","0.1658"
"2303","19980121","2.4250","-1.9123","-1.5822"
"2304","19980122","-0.1891","0.2858","-0.2181"
"2305","19980202","3.9918","-1.5193","-0.8514"
"2306","19980203","1.3325","-0.7657","-0.5816"
"2307","19980204","-0.5409","0.2430","0.0514"
"2308","19980205","1.8121","-1.4128","0.2070"
"2309","19980206","-0.9446","0.2801","0.9338"
"2310","19980207","1.6599","-0.7113","-1.3963"
"2311","19980209","-0.5588","1.3550","0.9788"
"2312","19980210","-0.8115","0.0477","0.0515"
"2313","19980211","1.7114","-1.3342","-0.4132"
"2314","19980212","0.9386","-0.3368","-0.6949"
"2315","19980213","-1.0965","1.2529","1.5792"
"2316","19980216","0.0176","0.2768","0.6630"
"2317","19980217","0.8283","-1.0651","-0.2642"
"2318","19980218","0.6024","0.2955","0.5700"
"2319","19980219","1.5921","-0.5134","0.2805"
"2320","19980220","0.6008","0.5974","0.6873"
"2321","19980221","0.5460","1.6611","0.2340"
"2322","19980223","0.5984","0.1990","2.1331"
"2323","19980224","-0.9226","-0.7705","-1.4336"
"2324","19980225","-0.4732","0.3770","0.3876"
"2325","19980226","2.2171","-0.5040","-0.4166"
"2326","19980227","-0.2904","-0.0262","0.0321"
"2327","19980302","0.8265","0.2645","1.6632"
"2328","19980303","-0.7209","0.4507","1.2238"
"2329","19980304","-2.5972","1.0939","0.9606"
"2330","19980305","-2.4082","0.8019","0.6164"
"2331","19980306","0.9267","0.2430","0.1198"
"2332","19980307","0.0355","1.4177","1.0019"
"2333","19980309","0.3671","1.7832","1.8988"
"2334","19980310","0.0812","-0.6589","-1.7905"
"2335","19980311","1.4776","0.2616","-0.1858"
"2336","19980312","0.2475","0.4342","-0.0060"
"2337","19980313","0.0094","0.2901","0.4721"
"2338","19980316","0.0993","-0.4578","-0.3369"
"2339","19980317","-0.2310","-0.8518","-0.2563"
"2340","19980318","-1.0644","0.2409","-0.0098"
"2341","19980319","-1.0636","0.0769","-0.7043"
"2342","19980320","0.5046","0.5928","0.4188"
"2343","19980321","-0.5566","0.7086","0.4457"
"2344","19980323","-1.1511","0.8506","-0.4370"
"2345","19980324","0.5412","-0.6938","-0.3978"
"2346","19980325","2.6692","-1.0883","-1.1808"
"2347","19980326","-0.2995","0.7802","0.1856"
"2348","19980327","0.9284","-0.1346","0.0750"
"2349","19980330","-0.1274","0.3017","-0.1395"
"2350","19980331","0.0360","0.7763","0.2114"
"2351","19980401","-0.5707","0.6765","0.0406"
"2352","19980402","-0.3060","0.5429","-0.1902"
"2353","19980403","1.3348","-0.2161","0.7599"
"2354","19980404","1.1806","-0.6017","-0.7303"
"2355","19980407","0.2455","0.3597","0.6045"
"2356","19980408","-0.0496","0.4315","0.3212"
"2357","19980409","-1.9215","0.2204","-0.1135"
"2358","19980410","-0.4365","1.2385","0.2917"
"2359","19980413","-2.1731","0.9622","0.3786"
"2360","19980414","-1.1230","-0.6547","-0.2902"
"2361","19980415","0.5092","-0.7755","0.0558"
"2362","19980416","-0.3083","0.2107","-0.2930"
"2363","19980417","-1.8647","0.0898","-0.3152"
"2364","19980418","1.2505","-1.0328","-0.5289"
"2365","19980420","-2.5547","0.8910","0.3471"
"2366","19980421","-0.8548","-1.5960","-0.4855"
"2367","19980422","2.3395","0.1636","-0.1694"
"2368","19980423","-0.2841","0.6356","0.2918"
"2369","19980424","0.2263","0.2040","0.5457"
"2370","19980427","-1.9398","0.1350","0.1168"
"2371","19980428","-0.4371","-0.5873","-0.1080"
"2372","19980429","-1.0663","0.6378","-0.0699"
"2373","19980430","-0.5878","0.5893","0.1079"
"2374","19980502","-0.1607","0.0831","0.0581"
"2375","19980504","0.8216","0.5510","-0.6099"
"2376","19980505","-0.3769","-0.0423","0.2854"
"2377","19980506","-0.0654","0.0462","-0.0745"
"2378","19980507","-0.4572","0.7906","0.4277"
"2379","19980508","-0.9847","-0.2230","-0.3331"
"2380","19980511","2.0823","-0.6999","-0.5138"
"2381","19980512","-1.1212","0.5110","0.5039"
"2382","19980513","-0.9258","0.2757","0.3001"
"2383","19980514","-0.1592","-0.0498","-0.1173"
"2384","19980515","-0.3228","-0.3070","-0.1705"
"2385","19980516","-1.2743","0.3899","0.2702"
"2386","19980518","0.7693","0.0837","-0.8126"
"2387","19980519","0.0126","0.2001","0.7410"
"2388","19980520","1.5894","0.3958","-0.1493"
"2389","19980521","1.1604","0.0770","-0.4904"
"2390","19980522","0.1698","0.5786","-0.0047"
"2391","19980525","-0.8619","0.7430","0.5339"
"2392","19980526","-1.6919","0.0498","0.2672"
"2393","19980527","-1.3572","0.0192","0.9670"
"2394","19980528","0.7184","-1.2646","-0.1526"
"2395","19980529","-2.8032","1.0990","-0.0865"
"2396","19980601","-3.8052","-0.3029","0.7990"
"2397","19980602","-0.5558","-0.4057","0.4148"
"2398","19980603","1.0438","0.1616","0.0581"
"2399","19980604","-2.8798","0.6334","0.7982"
"2400","19980605","1.0946","0.5383","-0.8735"
"2401","19980606","1.7495","0.8713","0.3424"
"2402","19980608","-0.5959","0.5979","0.4139"
"2403","19980609","-1.8282","-0.0282","0.1709"
"2404","19980610","-3.1505","1.0156","0.4286"
"2405","19980611","-0.2139","0.1338","0.3002"
"2406","19980612","-1.2901","0.4092","0.4905"
"2407","19980615","2.2492","-0.2951","-0.6894"
"2408","19980616","1.6528","-0.6266","-0.2103"
"2409","19980617","0.8265","0.5587","-0.6699"
"2410","19980618","4.1305","-1.3442","-0.7557"
"2411","19980619","-0.1909","0.4308","-0.5739"
"2412","19980620","0.8302","-0.2326","0.8660"
"2413","19980622","-1.6588","0.8414","0.8120"
"2414","19980623","-0.7936","0.1443","0.3042"
"2415","19980624","0.4272","0.3306","0.0969"
"2416","19980625","0.6419","-0.0234","0.6623"
"2417","19980626","-0.5152","0.7320","1.0477"
"2418","19980629","-1.8766","-0.1434","0.0134"
"2419","19980630","0.1709","0.2854","-0.0303"
"2420","19980702","3.5809","-0.8714","-2.5198"
"2421","19980703","-0.7573","1.2869","0.2089"
"2422","19980704","1.4980","-0.3050","-0.7976"
"2423","19980706","0.2102","-0.2303","0.0230"
"2424","19980707","-0.6306","0.4809","-0.7047"
"2425","19980708","1.1398","-0.1491","-0.4731"
"2426","19980709","0.1103","-0.5294","-0.3132"
"2427","19980710","-0.8173","0.3273","0.5536"
"2428","19980713","-0.8692","0.9405","-0.2528"
"2429","19980714","-0.3622","0.1927","-0.4700"
"2430","19980715","1.1075","-0.1910","-0.3658"
"2431","19980716","0.6172","0.1892","-0.6394"
"2432","19980717","1.3511","-0.4391","-0.9029"
"2433","19980718","0.0713","-0.2953","0.3919"
"2434","19980720","0.0833","0.1654","-0.1025"
"2435","19980721","-1.2476","0.5401","0.3659"
"2436","19980722","-0.8545","0.7777","0.1088"
"2437","19980723","-0.0351","0.3137","0.2145"
"2438","19980724","0.2631","0.0796","-0.2913"
"2439","19980727","-0.1679","-0.0066","-0.5988"
"2440","19980728","-0.8030","-0.3865","-0.0708"
"2441","19980729","-0.7185","-0.5875","-0.2319"
"2442","19980730","-0.5862","-0.6482","-0.0800"
"2443","19980731","-1.0014","0.1734","0.3244"
"2444","19980801","-0.3980","-0.0403","0.7969"
"2445","19980803","-0.3283","-0.3653","0.0458"
"2446","19980804","-0.0857","-0.5746","-1.0200"
"2447","19980805","-1.2880","0.1479","-0.2902"
"2448","19980806","-0.3899","-0.3156","0.5202"
"2449","19980807","0.7563","0.3954","0.5791"
"2450","19980810","-2.1439","0.0456","1.3319"
"2451","19980811","0.1365","-0.2416","0.3281"
"2452","19980812","-0.4591","0.1545","0.3398"
"2453","19980813","0.1294","0.4833","-0.1059"
"2454","19980814","-0.2238","-0.2834","-0.2282"
"2455","19980815","0.3010","0.1148","0.6841"
"2456","19980817","-1.3614","-0.0506","1.1248"
"2457","19980818","-1.3166","-0.1141","0.9656"
"2458","19980819","1.5553","-0.1525","-1.1255"
"2459","19980820","-0.3427","-0.0123","0.0402"
"2460","19980821","-0.8225","0.4309","0.7727"
"2461","19980824","-3.6142","0.0819","1.1912"
"2462","19980825","-0.7480","-0.1534","-0.7025"
"2463","19980826","-1.3862","0.0855","0.1863"
"2464","19980827","-0.0065","-0.4414","-1.1504"
"2465","19980828","-1.3272","-0.6491","-0.1151"
"2466","19980829","0.1561","0.1254","-0.2364"
"2467","19980831","-2.8057","-0.3569","0.4125"
"2468","19980901","-3.3111","-0.4578","-0.0565"
"2469","19980902","2.1488","0.6037","0.3112"
"2470","19980903","-3.4737","0.5746","1.3262"
"2471","19980904","3.3765","-0.2288","1.6376"
"2472","19980905","4.5428","-0.7679","0.3270"
"2473","19980907","0.6740","-0.1484","-0.1891"
"2474","19980908","2.0806","-0.0640","-1.1822"
"2475","19980909","-0.7185","0.4381","0.0968"
"2476","19980910","-1.3239","0.4717","0.4671"
"2477","19980911","0.5442","-1.0558","1.5791"
"2478","19980914","0.2334","1.3266","2.0692"
"2479","19980915","-0.0477","0.6605","0.0433"
"2480","19980916","1.6450","0.0360","-0.6182"
"2481","19980917","0.3806","1.1287","-0.6138"
"2482","19980918","-0.5576","1.2057","0.6861"
"2483","19980919","2.6981","-0.5741","0.1245"
"2484","19980921","-1.7079","-0.3810","-0.5650"
"2485","19980922","0.0622","-0.3632","-0.9639"
"2486","19980923","-1.0356","-0.1869","-0.7182"
"2487","19980924","0.2424","-0.4811","-0.0596"
"2488","19980925","-0.0172","-0.0039","0.5062"
"2489","19980928","-1.0089","-0.1035","-0.1463"
"2490","19980929","-0.4081","-0.3173","-0.3192"
"2491","19980930","-0.7516","0.6057","0.3062"
"2492","19981001","-1.9962","0.6661","1.3288"
"2493","19981002","-4.0029","0.1100","0.5970"
"2494","19981003","2.8884","-0.0872","0.5190"
"2495","19981006","-1.2970","0.3948","1.3466"
"2496","19981007","2.1541","-0.3940","0.4879"
"2497","19981008","4.4353","-1.2540","0.1383"
"2498","19981009","-0.4009","-0.4108","0.7964"
"2499","19981012","-0.3563","0.3296","-0.4560"
"2500","19981013","-0.1980","-0.1001","-1.2359"
"2501","19981014","-1.3015","0.2673","-0.2720"
"2502","19981015","-0.2849","-0.0904","0.1895"
"2503","19981017","1.5221","-0.5634","-0.5292"
"2504","19981019","0.0496","0.1160","-0.2424"
"2505","19981020","-0.8303","0.5049","0.8666"
"2506","19981021","2.5264","-0.8418","0.0961"
"2507","19981022","-0.4788","0.6665","-0.1730"
"2508","19981023","0.9762","-0.6698","-0.3651"
"2509","19981026","-0.0735","-0.2276","-0.2956"
"2510","19981027","-0.2075","-0.2706","0.2602"
"2511","19981028","-1.1012","-0.2483","-0.9050"
"2512","19981029","0.7918","-0.5758","-0.8415"
"2513","19981030","1.2140","-0.8405","-0.6253"
"2514","19981031","0.9129","-0.7994","-1.0149"
